id	UnitId	等级	生命	生命	升级经验	力量	敏捷	智力	意志	幸运
10010071	1001	71	5061	506 	702913	873	317	1164	269	388
10010072	1001	72	5169	517 	752539	891	324	1188	274	396
10010073	1001	73	5278	528 	805589	910	331	1213	280	404
10010074	1001	74	5388	539 	862296	929	338	1239	286	413
10010075	1001	75	5499	550 	922908	948	345	1264	292	421
10010076	1001	76	5612	561 	987689	968	352	1290	298	430
10010077	1001	77	5726	573 	1056921	987	359	1316	304	439
10010078	1001	78	5841	584 	1130906	1007	366	1343	310	448
10010079	1001	79	5957	596 	1209964	1027	373	1369	316	456
10010080	1001	80	6074	607 	1294437	1047	381	1396	322	465
10010081	1001	81	6193	619 	1384691	1068	388	1424	329	475
10010082	1001	82	6313	631 	1481116	1088	396	1451	335	484
10010083	1001	83	6434	643 	1584127	1109	403	1479	341	493
10010084	1001	84	6557	656 	1694167	1130	411	1507	348	502
10010085	1001	85	6680	668 	1811710	1152	419	1536	354	512
10010086	1001	86	6805	681 	1937258	1173	427	1564	361	521
10010087	1001	87	6932	693 	2071350	1195	435	1593	368	531
10010088	1001	88	7059	706 	2214559	1217	443	1623	374	541
10010089	1001	89	7188	719 	2367496	1239	451	1652	381	551
10010090	1001	90	7318	732 	2530813	1262	459	1682	388	561
10010091	1001	91	7449	745 	2705205	1284	467	1712	395	571
10010092	1001	92	7581	758 	2891413	1307	475	1743	402	581
10010093	1001	93	7715	772 	3090228	1330	484	1773	409	591
10010094	1001	94	7849	785 	3302491	1353	492	1804	416	601
10010095	1001	95	7985	799 	3529101	1377	501	1836	424	612
10010096	1001	96	8123	812 	3771015	1400	509	1867	431	622
10010097	1001	97	8261	826 	4029254	1424	518	1899	438	633
10010098	1001	98	8401	840 	4304906	1448	527	1931	446	644
10010099	1001	99	8542	854 	4599131	1473	536	1964	453	655
10010100	1001	100	8684	868 	4913166	1497	544	1996	461	665
10010101	1001	101	8828	883 	5248328	1522	553	2029	468	676
10010102	1001	102	8973	897 	5606021	1547	563	2063	476	688
10010103	1001	103	9119	912 	5987744	1572	572	2096	484	699
10010104	1001	104	9266	927 	6395092	1598	581	2130	492	710
10010105	1001	105	9414	941 	6829766	1623	590	2164	499	721
10010106	1001	106	9564	956 	7293579	1649	600	2199	507	733
10010107	1001	107	9715	972 	7788462	1675	609	2233	515	744
10010108	1001	108	9867	987 	8316474	1701	619	2268	523	756
10010109	1001	109	10020	1002 	8879808	1728	628	2304	532	768
10010110	1001	110	10175	1018 	9480804	1754	638	2339	540	780
10010111	1001	111	10331	1033 	10121952	1781	648	2375	548	792
10010112	1001	112	10488	1049 	10805907	1808	658	2411	556	804
10010113	1001	113	10646	1065 	11535497	1836	667	2447	565	816
10010114	1001	114	10806	1081 	12313737	1863	677	2484	573	828
10010115	1001	115	10967	1097 	13143838	1891	688	2521	582	840
10010116	1001	116	11129	1113 	14029221	1919	698	2558	590	853
10010117	1001	117	11292	1129 	14973533	1947	708	2596	599	865
10010118	1001	118	11457	1146 	15980657	1975	718	2634	608	878
10010119	1001	119	11622	1162 	17054731	2004	729	2672	617	891
10010120	1001	120	11789	1179 	18200164	2033	739	2710	625	903
10010121	1001	121	11958	1196 	19421651	2062	750	2749	634	916
10010122	1001	122	12127	1213 	20724197	2091	760	2788	643	929
10010123	1001	123	12298	1230 	22113130	2120	771	2827	652	942
10010124	1001	124	12470	1247 	23594127	2150	782	2867	662	956
10010125	1001	125	12643	1264 	25173238	2180	793	2906	671	969
10010126	1001	126	12818	1282 	26856902	2210	804	2947	680	982
10010127	1001	127	12993	1299 	28651983	2240	815	2987	689	996
10010128	1001	128	13170	1317 	30565788	2271	826	3028	699	1009
10010129	1001	129	13348	1335 	32606103	2301	837	3069	708	1023
10010130	1001	130	13528	1353 	34781219	2332	848	3110	718	1037
10010131	1001	131	13708	1371 	37099967	2364	859	3151	727	1050
10010132	1001	132	13890	1389 	39571753	2395	871	3193	737	1064
10010133	1001	133	14073	1407 	42206592	2426	882	3235	747	1078
10010134	1001	134	14258	1426 	45015155	2458	894	3278	756	1093
10010135	1001	135	14443	1444 	48008800	2490	906	3320	766	1107
10010136	1001	136	14630	1463 	51199629	2522	917	3363	776	1121
10010137	1001	137	14818	1482 	54600526	2555	929	3406	786	1135
10010138	1001	138	15007	1501 	58225211	2587	941	3450	796	1150
10010139	1001	139	15198	1520 	62088297	2620	953	3494	806	1165
10010140	1001	140	15390	1539 	66205343	2653	965	3538	816	1179
10010141	1001	141	15583	1558 	70592916	2687	977	3582	827	1194
10010142	1001	142	15777	1578 	75268658	2720	989	3627	837	1209
10010143	1001	143	15972	1597 	80251355	2754	1001	3672	847	1224
10010144	1001	144	16169	1617 	85561009	2788	1014	3717	858	1239
10010145	1001	145	16367	1637 	91218916	2822	1026	3763	868	1254
10010146	1001	146	16566	1657 	97247752	2856	1039	3808	879	1269
10010147	1001	147	16767	1677 	103671661	2891	1051	3854	889	1285
10010148	1001	148	16968	1697 	110516347	2926	1064	3901	900	1300
10010149	1001	149	17171	1717 	117809177	2961	1077	3947	911	1316
10010150	1001	150	17375	1738 	125579288	2996	1089	3994	922	1331
10010151	1001	151	17579	1758 	133349399	3031	1101	4041	933	1346
10010152	1001	152	17783	1778 	141119510	3066	1113	4088	944	1361
10010153	1001	153	17987	1799 	148889621	3101	1125	4135	955	1376
10010154	1001	154	18191	1819 	156659732	3136	1137	4182	966	1391
10010155	1001	155	18395	1840 	164429843	3171	1149	4229	977	1406
10010156	1001	156	18599	1860 	172199954	3206	1161	4276	988	1421
10010157	1001	157	18803	1880 	179970065	3241	1173	4323	999	1436
10010158	1001	158	19007	1901 	187740176	3276	1185	4370	1010	1451
10010159	1001	159	19211	1921 	195510287	3311	1197	4417	1021	1466
10010160	1001	160	19415	1942 	203280398	3346	1209	4464	1032	1481
10010161	1001	161	19619	1962 	211050509	3381	1221	4511	1043	1496
10010162	1001	162	19823	1982 	218820620	3416	1233	4558	1054	1511
10010163	1001	163	20027	2003 	226590731	3451	1245	4605	1065	1526
10010164	1001	164	20231	2023 	234360842	3486	1257	4652	1076	1541
10010165	1001	165	20435	2044 	242130953	3521	1269	4699	1087	1556
10010166	1001	166	20639	2064 	249901064	3556	1281	4746	1098	1571
10010167	1001	167	20843	2084 	257671175	3591	1293	4793	1109	1586
10010168	1001	168	21047	2105 	265441286	3626	1305	4840	1120	1601
10010169	1001	169	21251	2125 	273211397	3661	1317	4887	1131	1616
10010170	1001	170	21455	2146 	280981508	3696	1329	4934	1142	1631
10010171	1001	171	21659	2166 	288751619	3731	1341	4981	1153	1646
10010172	1001	172	21863	2186 	296521730	3766	1353	5028	1164	1661
10010173	1001	173	22067	2207 	304291841	3801	1365	5075	1175	1676
10010174	1001	174	22271	2227 	312061952	3836	1377	5122	1186	1691
10010175	1001	175	22475	2248 	319832063	3871	1389	5169	1197	1706
10010176	1001	176	22679	2268 	327602174	3906	1401	5216	1208	1721
10010177	1001	177	22883	2288 	335372285	3941	1413	5263	1219	1736
10010178	1001	178	23087	2309 	343142396	3976	1425	5310	1230	1751
10010179	1001	179	23291	2329 	350912507	4011	1437	5357	1241	1766
10010180	1001	180	23495	2350 	358682618	4046	1449	5404	1252	1781
10010181	1001	181	23699	2370 	366452729	4081	1461	5451	1263	1796
10010182	1001	182	23903	2390 	374222840	4116	1473	5498	1274	1811
10010183	1001	183	24107	2411 	381992951	4151	1485	5545	1285	1826
10010184	1001	184	24311	2431 	389763062	4186	1497	5592	1296	1841
10010185	1001	185	24515	2452 	397533173	4221	1509	5639	1307	1856
10010186	1001	186	24719	2472 	405303284	4256	1521	5686	1318	1871
10010187	1001	187	24923	2492 	413073395	4291	1533	5733	1329	1886
10010188	1001	188	25127	2513 	420843506	4326	1545	5780	1340	1901
10010189	1001	189	25331	2533 	428613617	4361	1557	5827	1351	1916
10010190	1001	190	25535	2554 	436383728	4396	1569	5874	1362	1931
10010191	1001	191	25739	2574 	444153839	4431	1581	5921	1373	1946
10010192	1001	192	25943	2594 	451923950	4466	1593	5968	1384	1961
10010193	1001	193	26147	2615 	459694061	4501	1605	6015	1395	1976
10010194	1001	194	26351	2635 	467464172	4536	1617	6062	1406	1991
10010195	1001	195	26555	2656 	475234283	4571	1629	6109	1417	2006
10010196	1001	196	26759	2676 	483004394	4606	1641	6156	1428	2021
10010197	1001	197	26963	2696 	490774505	4641	1653	6203	1439	2036
10010198	1001	198	27167	2717 	498544616	4676	1665	6250	1450	2051
10010199	1001	199	27371	2737 	506314727	4711	1677	6297	1461	2066
10010200	1001	200	27575	2758 	514084838	4746	1689	6344	1472	2081
10010201	1001	201	27779	2778 	514084838	4781	1701	6391	1483	2096
10010202	1001	202	27983	2798 	514084838	4816	1713	6438	1494	2111
10010203	1001	203	28187	2819 	514084838	4851	1725	6485	1505	2126
10010204	1001	204	28391	2839 	514084838	4886	1737	6532	1516	2141
10010205	1001	205	28595	2860 	514084838	4921	1749	6579	1527	2156
10010206	1001	206	28799	2880 	514084838	4956	1761	6626	1538	2171
10010207	1001	207	29003	2900 	514084838	4991	1773	6673	1549	2186
10010208	1001	208	29207	2921 	514084838	5026	1785	6720	1560	2201
10010209	1001	209	29411	2941 	514084838	5061	1797	6767	1571	2216
10010210	1001	210	29615	2962 	514084838	5096	1809	6814	1582	2231
10010211	1001	211	29819	2982 	514084838	5131	1821	6861	1593	2246
10010212	1001	212	30023	3002 	514084838	5166	1833	6908	1604	2261
10010213	1001	213	30227	3023 	514084838	5201	1845	6955	1615	2276
10010214	1001	214	30431	3043 	514084838	5236	1857	7002	1626	2291
10010215	1001	215	30635	3064 	514084838	5271	1869	7049	1637	2306
10010216	1001	216	30839	3084 	514084838	5306	1881	7096	1648	2321
10010217	1001	217	31043	3104 	514084838	5341	1893	7143	1659	2336
10010218	1001	218	31247	3125 	514084838	5376	1905	7190	1670	2351
10010219	1001	219	31451	3145 	514084838	5411	1917	7237	1681	2366
10010220	1001	220	31655	3166 	514084838	5446	1929	7284	1692	2381
10010221	1001	221	31859	3186 	514084838	5481	1941	7331	1703	2396
10010222	1001	222	32063	3206 	514084838	5516	1953	7378	1714	2411
10010223	1001	223	32267	3227 	514084838	5551	1965	7425	1725	2426
10010224	1001	224	32471	3247 	514084838	5586	1977	7472	1736	2441
10010225	1001	225	32675	3268 	514084838	5621	1989	7519	1747	2456
10010226	1001	226	32879	3288 	514084838	5656	2001	7566	1758	2471
10010227	1001	227	33083	3308 	514084838	5691	2013	7613	1769	2486
10010228	1001	228	33287	3329 	514084838	5726	2025	7660	1780	2501
10010229	1001	229	33491	3349 	514084838	5761	2037	7707	1791	2516
10010230	1001	230	33695	3370 	514084838	5796	2049	7754	1802	2531
10010231	1001	231	33899	3390 	514084838	5831	2061	7801	1813	2546
10010232	1001	232	34103	3410 	514084838	5866	2073	7848	1824	2561
10010233	1001	233	34307	3431 	514084838	5901	2085	7895	1835	2576
10010234	1001	234	34511	3451 	514084838	5936	2097	7942	1846	2591
10010235	1001	235	34715	3472 	514084838	5971	2109	7989	1857	2606
10010236	1001	236	34919	3492 	514084838	6006	2121	8036	1868	2621
10010237	1001	237	35123	3512 	514084838	6041	2133	8083	1879	2636
10010238	1001	238	35327	3533 	514084838	6076	2145	8130	1890	2651
10010239	1001	239	35531	3553 	514084838	6111	2157	8177	1901	2666
10010240	1001	240	35735	3574 	514084838	6146	2169	8224	1912	2681
10010241	1001	241	35939	3594 	514084838	6181	2181	8271	1923	2696
10010242	1001	242	36143	3614 	514084838	6216	2193	8318	1934	2711
10010243	1001	243	36347	3635 	514084838	6251	2205	8365	1945	2726
10010244	1001	244	36551	3655 	514084838	6286	2217	8412	1956	2741
10010245	1001	245	36755	3676 	514084838	6321	2229	8459	1967	2756
10010246	1001	246	36959	3696 	514084838	6356	2241	8506	1978	2771
10010247	1001	247	37163	3716 	514084838	6391	2253	8553	1989	2786
10010248	1001	248	37367	3737 	514084838	6426	2265	8600	2000	2801
10010249	1001	249	37571	3757 	514084838	6461	2277	8647	2011	2816
10010250	1001	250	37775	3778 	514084838	6496	2289	8694	2022	2831
10010251	1001	251	37979	3798 	514084838	6531	2301	8741	2033	2846
10010252	1001	252	38183	3818 	514084838	6566	2313	8788	2044	2861
10010253	1001	253	38387	3839 	514084838	6601	2325	8835	2055	2876
10010254	1001	254	38591	3859 	514084838	6636	2337	8882	2066	2891
10010255	1001	255	38795	3880 	514084838	6671	2349	8929	2077	2906
10010256	1001	256	38999	3900 	514084838	6706	2361	8976	2088	2921
10010257	1001	257	39203	3920 	514084838	6741	2373	9023	2099	2936
10010258	1001	258	39407	3941 	514084838	6776	2385	9070	2110	2951
10010259	1001	259	39611	3961 	514084838	6811	2397	9117	2121	2966
10010260	1001	260	39815	3982 	514084838	6846	2409	9164	2132	2981
10010261	1001	261	40019	4002 	514084838	6881	2421	9211	2143	2996
10010262	1001	262	40223	4022 	514084838	6916	2433	9258	2154	3011
10010263	1001	263	40427	4043 	514084838	6951	2445	9305	2165	3026
10010264	1001	264	40631	4063 	514084838	6986	2457	9352	2176	3041
10010265	1001	265	40835	4084 	514084838	7021	2469	9399	2187	3056
10010266	1001	266	41039	4104 	514084838	7056	2481	9446	2198	3071
10010267	1001	267	41243	4124 	514084838	7091	2493	9493	2209	3086
10010268	1001	268	41447	4145 	514084838	7126	2505	9540	2220	3101
10010269	1001	269	41651	4165 	514084838	7161	2517	9587	2231	3116
10010270	1001	270	41855	4186 	514084838	7196	2529	9634	2242	3131
10010271	1001	271	42059	4206 	514084838	7231	2541	9681	2253	3146
10010272	1001	272	42263	4226 	514084838	7266	2553	9728	2264	3161
10010273	1001	273	42467	4247 	514084838	7301	2565	9775	2275	3176
10010274	1001	274	42671	4267 	514084838	7336	2577	9822	2286	3191
10010275	1001	275	42875	4288 	514084838	7371	2589	9869	2297	3206
10010276	1001	276	43079	4308 	514084838	7406	2601	9916	2308	3221
10010277	1001	277	43283	4328 	514084838	7441	2613	9963	2319	3236
10010278	1001	278	43487	4349 	514084838	7476	2625	10010	2330	3251
10010279	1001	279	43691	4369 	514084838	7511	2637	10057	2341	3266
10010280	1001	280	43895	4390 	514084838	7546	2649	10104	2352	3281
10010281	1001	281	44099	4410 	514084838	7581	2661	10151	2363	3296
10010282	1001	282	44303	4430 	514084838	7616	2673	10198	2374	3311
10010283	1001	283	44507	4451 	514084838	7651	2685	10245	2385	3326
10010284	1001	284	44711	4471 	514084838	7686	2697	10292	2396	3341
10010285	1001	285	44915	4492 	514084838	7721	2709	10339	2407	3356
10010286	1001	286	45119	4512 	514084838	7756	2721	10386	2418	3371
10010287	1001	287	45323	4532 	514084838	7791	2733	10433	2429	3386
10010288	1001	288	45527	4553 	514084838	7826	2745	10480	2440	3401
10010289	1001	289	45731	4573 	514084838	7861	2757	10527	2451	3416
10010290	1001	290	45935	4594 	514084838	7896	2769	10574	2462	3431
10010291	1001	291	46139	4614 	514084838	7931	2781	10621	2473	3446
10010292	1001	292	46343	4634 	514084838	7966	2793	10668	2484	3461
10010293	1001	293	46547	4655 	514084838	8001	2805	10715	2495	3476
10010294	1001	294	46751	4675 	514084838	8036	2817	10762	2506	3491
10010295	1001	295	46955	4696 	514084838	8071	2829	10809	2517	3506
10010296	1001	296	47159	4716 	514084838	8106	2841	10856	2528	3521
10010297	1001	297	47363	4736 	514084838	8141	2853	10903	2539	3536
10010298	1001	298	47567	4757 	514084838	8176	2865	10950	2550	3551
10010299	1001	299	47771	4777 	514084838	8211	2877	10997	2561	3566
10010300	1001	300	47975	4798 	514084838	8246	2889	11044	2572	3581
10020001	1002	1	605	61 	3570	104	38	139	32	46
10020002	1002	2	626	63 	3910	108	39	144	33	48
10020003	1002	3	648	65 	4278	112	41	149	34	50
10020004	1002	4	672	67 	4677	116	42	154	36	51
10020005	1002	5	696	70 	5107	120	44	160	37	53
10020006	1002	6	722	72 	5573	125	45	166	38	55
10020007	1002	7	749	75 	6076	129	47	172	40	57
10020008	1002	8	778	78 	6620	134	49	179	41	60
10020009	1002	9	807	81 	7206	139	51	186	43	62
10020010	1002	10	838	84 	7840	145	53	193	44	64
10020011	1002	11	870	87 	8523	150	55	200	46	67
10020012	1002	12	904	90 	9261	156	57	208	48	69
10020013	1002	13	938	94 	10056	162	59	216	50	72
10020014	1002	14	974	97 	10913	168	61	224	52	75
10020015	1002	15	1011	101 	11837	174	63	232	54	77
10020016	1002	16	1049	105 	12832	181	66	241	56	80
10020017	1002	17	1089	109 	13904	188	68	250	58	83
10020018	1002	18	1130	113 	15059	195	71	260	60	87
10020019	1002	19	1172	117 	16302	202	73	269	62	90
10020020	1002	20	1215	122 	17640	209	76	279	64	93
10020021	1002	21	1259	126 	19080	217	79	290	67	97
10020022	1002	22	1305	131 	20629	225	82	300	69	100
10020023	1002	23	1352	135 	22296	233	85	311	72	104
10020024	1002	24	1400	140 	24088	241	88	322	74	107
10020025	1002	25	1450	145 	26015	250	91	333	77	111
10020026	1002	26	1500	150 	28087	259	94	345	80	115
10020027	1002	27	1552	155 	30313	268	97	357	82	119
10020028	1002	28	1605	161 	32706	277	101	369	85	123
10020029	1002	29	1660	166 	35276	286	104	382	88	127
10020030	1002	30	1715	172 	38038	296	108	394	91	131
10020031	1002	31	1772	177 	41003	306	111	407	94	136
10020032	1002	32	1830	183 	44188	316	115	421	97	140
10020033	1002	33	1890	189 	47607	326	118	434	100	145
10020034	1002	34	1950	195 	51277	336	122	448	103	149
10020035	1002	35	2012	201 	55217	347	126	463	107	154
10020036	1002	36	2075	208 	59444	358	130	477	110	159
10020037	1002	37	2139	214 	63980	369	134	492	113	164
10020038	1002	38	2205	221 	68847	380	138	507	117	169
10020039	1002	39	2272	227 	74067	392	142	522	121	174
10020040	1002	40	2340	234 	79665	403	147	538	124	179
10020041	1002	41	2409	241 	85669	415	151	554	128	185
10020042	1002	42	2479	248 	92106	427	155	570	132	190
10020043	1002	43	2551	255 	99008	440	160	586	135	195
10020044	1002	44	2624	262 	106406	452	165	603	139	201
10020045	1002	45	2698	270 	114335	465	169	620	143	207
10020046	1002	46	2774	277 	122833	478	174	638	147	213
10020047	1002	47	2850	285 	131939	491	179	655	151	218
10020048	1002	48	2928	293 	141696	505	184	673	155	224
10020049	1002	49	3007	301 	152148	518	189	691	160	230
10020050	1002	50	3088	309 	163345	532	194	710	164	237
10020051	1002	51	3169	317 	175337	546	199	729	168	243
10020052	1002	52	3252	325 	188181	561	204	748	173	249
10020053	1002	53	3336	334 	201934	575	209	767	177	256
10020054	1002	54	3422	342 	216661	590	215	787	182	262
10020055	1002	55	3508	351 	232427	605	220	806	186	269
10020056	1002	56	3596	360 	249306	620	225	827	191	276
10020057	1002	57	3685	369 	267373	635	231	847	195	282
10020058	1002	58	3775	378 	286711	651	237	868	200	289
10020059	1002	59	3867	387 	307407	667	242	889	205	296
10020060	1002	60	3959	396 	329554	683	248	910	210	303
10020061	1002	61	4053	405 	353253	699	254	932	215	311
10020062	1002	62	4149	415 	378608	715	260	954	220	318
10020063	1002	63	4245	425 	405735	732	266	976	225	325
10020064	1002	64	4343	434 	434754	749	272	998	230	333
10020065	1002	65	4442	444 	465794	766	278	1021	236	340
10020066	1002	66	4542	454 	498995	783	285	1044	241	348
10020067	1002	67	4643	464 	534502	801	291	1067	246	356
10020068	1002	68	4746	475 	572474	818	298	1091	252	364
10020069	1002	69	4850	485 	613078	836	304	1115	257	372
10020070	1002	70	4955	496 	656494	854	311	1139	263	380
10020071	1002	71	5061	506 	702913	873	317	1164	269	388
10020072	1002	72	5169	517 	752539	891	324	1188	274	396
10020073	1002	73	5278	528 	805589	910	331	1213	280	404
10020074	1002	74	5388	539 	862296	929	338	1239	286	413
10020075	1002	75	5499	550 	922908	948	345	1264	292	421
10020076	1002	76	5612	561 	987689	968	352	1290	298	430
10020077	1002	77	5726	573 	1056921	987	359	1316	304	439
10020078	1002	78	5841	584 	1130906	1007	366	1343	310	448
10020079	1002	79	5957	596 	1209964	1027	373	1369	316	456
10020080	1002	80	6074	607 	1294437	1047	381	1396	322	465
10020081	1002	81	6193	619 	1384691	1068	388	1424	329	475
10020082	1002	82	6313	631 	1481116	1088	396	1451	335	484
10020083	1002	83	6434	643 	1584127	1109	403	1479	341	493
10020084	1002	84	6557	656 	1694167	1130	411	1507	348	502
10020085	1002	85	6680	668 	1811710	1152	419	1536	354	512
10020086	1002	86	6805	681 	1937258	1173	427	1564	361	521
10020087	1002	87	6932	693 	2071350	1195	435	1593	368	531
10020088	1002	88	7059	706 	2214559	1217	443	1623	374	541
10020089	1002	89	7188	719 	2367496	1239	451	1652	381	551
10020090	1002	90	7318	732 	2530813	1262	459	1682	388	561
10020091	1002	91	7449	745 	2705205	1284	467	1712	395	571
10020092	1002	92	7581	758 	2891413	1307	475	1743	402	581
10020093	1002	93	7715	772 	3090228	1330	484	1773	409	591
10020094	1002	94	7849	785 	3302491	1353	492	1804	416	601
10020095	1002	95	7985	799 	3529101	1377	501	1836	424	612
10020096	1002	96	8123	812 	3771015	1400	509	1867	431	622
10020097	1002	97	8261	826 	4029254	1424	518	1899	438	633
10020098	1002	98	8401	840 	4304906	1448	527	1931	446	644
10020099	1002	99	8542	854 	4599131	1473	536	1964	453	655
10020100	1002	100	8684	868 	4913166	1497	544	1996	461	665
10020101	1002	101	8828	883 	5248328	1522	553	2029	468	676
10020102	1002	102	8973	897 	5606021	1547	563	2063	476	688
10020103	1002	103	9119	912 	5987744	1572	572	2096	484	699
10020104	1002	104	9266	927 	6395092	1598	581	2130	492	710
10020105	1002	105	9414	941 	6829766	1623	590	2164	499	721
10020106	1002	106	9564	956 	7293579	1649	600	2199	507	733
10020107	1002	107	9715	972 	7788462	1675	609	2233	515	744
10020108	1002	108	9867	987 	8316474	1701	619	2268	523	756
10020109	1002	109	10020	1002 	8879808	1728	628	2304	532	768
10020110	1002	110	10175	1018 	9480804	1754	638	2339	540	780
10020111	1002	111	10331	1033 	10121952	1781	648	2375	548	792
10020112	1002	112	10488	1049 	10805907	1808	658	2411	556	804
10020113	1002	113	10646	1065 	11535497	1836	667	2447	565	816
10020114	1002	114	10806	1081 	12313737	1863	677	2484	573	828
10020115	1002	115	10967	1097 	13143838	1891	688	2521	582	840
10020116	1002	116	11129	1113 	14029221	1919	698	2558	590	853
10020117	1002	117	11292	1129 	14973533	1947	708	2596	599	865
10020118	1002	118	11457	1146 	15980657	1975	718	2634	608	878
10020119	1002	119	11622	1162 	17054731	2004	729	2672	617	891
10020120	1002	120	11789	1179 	18200164	2033	739	2710	625	903
10020121	1002	121	11958	1196 	19421651	2062	750	2749	634	916
10020122	1002	122	12127	1213 	20724197	2091	760	2788	643	929
10020123	1002	123	12298	1230 	22113130	2120	771	2827	652	942
10020124	1002	124	12470	1247 	23594127	2150	782	2867	662	956
10020125	1002	125	12643	1264 	25173238	2180	793	2906	671	969
10020126	1002	126	12818	1282 	26856902	2210	804	2947	680	982
10020127	1002	127	12993	1299 	28651983	2240	815	2987	689	996
10020128	1002	128	13170	1317 	30565788	2271	826	3028	699	1009
10020129	1002	129	13348	1335 	32606103	2301	837	3069	708	1023
10020130	1002	130	13528	1353 	34781219	2332	848	3110	718	1037
10020131	1002	131	13708	1371 	37099967	2364	859	3151	727	1050
10020132	1002	132	13890	1389 	39571753	2395	871	3193	737	1064
10020133	1002	133	14073	1407 	42206592	2426	882	3235	747	1078
10020134	1002	134	14258	1426 	45015155	2458	894	3278	756	1093
10020135	1002	135	14443	1444 	48008800	2490	906	3320	766	1107
10020136	1002	136	14630	1463 	51199629	2522	917	3363	776	1121
10020137	1002	137	14818	1482 	54600526	2555	929	3406	786	1135
10020138	1002	138	15007	1501 	58225211	2587	941	3450	796	1150
10020139	1002	139	15198	1520 	62088297	2620	953	3494	806	1165
